Join Name With Year,index,Name With Year,Previous Year Games Played,Previous Year Games Started,Previous Year Minutes Per Game,Previous Year Field Goals Per Game,Previous Year Field Goal Attempts Per Game,Previous Year Field Goal Percentage,Previous Year 3 Point Field Goals Per Game,Previous Year 3 Point Field Goal Attempts Per Game,Previous Year 3 Point Field Goal Percentage,Previous Year 2 Point Field Goals Per Game,Previous Year 2 Point Field Goal Attempts Per Game,Previous Year 2 Point Field Goal Percentage,Previous Year Effective Field Goal Percentage,Previous Year Free Throw Makes Per Game,Previous Year Free Throw Attempts Per Game,Previous Year Free Throw Percentage,Previous Year Offensive Rebounds Per Game,Previous Year Defensive Rebounds Per Game,Previous Year Total Rebounds Per Game,Previous Year Assists Per Game,Previous Year Steals Per Game,Previous Year Blocks Per Game,Previous Year Turnovers Per Game,Previous Year Personal Fouls Per Game,Previous Year Points Per Game,Previous Year Team,Previous Year Playoff Team,Previous Year Semifinal Team,Previous Year Final Team,Previous Year Bottom 6 Team,Previous Year Total Minutes Played,Previous Year Player Efficiency Rating,Previous Year True Shooting Percentage,Previous Year 3 Point Attempt Rate,Previous Year Free Throw Attempt Rate,Previous Year Offensive Rebound Percentage,Previous Year Defensive Rebound Percentage,Previous Year Total Rebound Percentage,Previous Year Assist Percentage,Previous Year Steal Percentage,Previous Year Block Percentage,Previous Year Turnover Percentage,Previous Year Usage Percentage,Previous Year Offensive Win Shares,Previous Year Defensive Win Shares,Previous Year Win Shares,Previous Year Win Shares Per 48 Minutes,Previous Year Offensive Box Plus/Minus,Previous Year Defensive Box Plus/Minus,Previous Year Box Plus/Minus,Previous Year Value Over Replacement Player,Previous Year Salary,Age,Years In League,Salary Cap,Luxury Tax Line,Position,Previous Year Team With Year,Previous Year Total Team Payroll,Salary Sums,Team Cap Space,Total NBA Cap Space,Target Salary,Target Salary Percentage Cap,Target Salary Percentage Luxury,Maximum Salary,Name.x,Year.x,Date,Team,Name,Notes,Tears,Year,Achilles,ACL,Meniscus,Meniscus Sum,Achilles Sum,ACL Sum,Tear Sum,Meniscus/Achilles/ACL Sum
2017 Jeremy Lin,39,2016-17 Jeremy Lin,78.0,13.0,26.3,3.8,9.3,0.412,1.0,2.9,0.336,1.0,2.9,0.336,0.464,3.1,3.7,0.815,0.5,2.7,3.2,3.0,0.7,0.5,1.9,2.1,11.7,CHO,1,0,0,0,2048.0,13.8,0.534,0.31,0.401,2.2,11.4,6.8,18.6,1.4,1.7,14.9,22.2,1.3,2.3,3.5,0.08199999999999999,-0.9,-0.2,-1.1,0.5,2100000.0,27.0,6.0,94143000,113287000,PG,2015-16 CHO,77609865.0,40844083.0,36765782.0,7224716136.0,11483254.0,0.12197671627205421,0.1013642695101821,22116750,Jeremy Lin,2017,0,Knicks,Jeremy Lin,None,0.0,2017.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2017 Jerryd Bayless,2,2016-17 Jerryd Bayless,52.0,18.0,28.9,3.6,8.4,0.423,1.9,4.4,0.4370000000000001,1.9,4.4,0.4370000000000001,0.539,1.3,1.7,0.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4,MIL,0,0,0,0,1505.0,12.4,0.568,0.529,0.206,1.6,9.0,5.4,16.2,1.6,0.6,13.3,16.4,1.8,0.6,2.4,0.075,1.1,-2.1,-1.0,0.4,3000000.0,27.0,8.0,94143000,113287000,SG,2015-16 MIL,70993573.0,3416886.0,67576687.0,7224716136.0,9424084.0,0.10010392700466311,0.08318769143855871,26540100,Jerryd Bayless,2017,2016-12-15,76ers,Jerryd Bayless,surgery on left wrist to repair torn ligament (out for season),1.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2017 Joakim Noah,36,2016-17 Joakim Noah,29.0,2.0,21.9,1.8,4.6,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.383,0.8,1.6,0.489,3.0,5.8,8.8,3.8,0.6,1.0,1.8,2.7,4.3,CHI,0,0,0,0,635.0,14.1,0.406,0.008,0.338,14.7,27.3,21.1,24.2,1.4,3.3,25.4,14.2,0.0,1.1,1.1,0.079,-2.3,4.3,1.9,0.6,13400000.0,30.0,9.0,94143000,113287000,C,2015-16 CHI,85385898.0,23864181.0,61521717.0,7224716136.0,17000000.0,0.18057635724376747,0.1500613486101671,26540100,Joakim Noah,2017,2017-04-27,Knicks,Joakim Noah,surgery on right shoulder to repair torn rotator cuff (out indefinitely),1.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2017 Joe Harris,38,2016-17 Joe Harris,5.0,0.0,3.0,0.2,0.8,0.25,0.2,0.8,0.25,0.2,0.8,0.25,0.375,0.0,0.0,,0.0,0.6,0.6,0.4,0.0,0.0,0.2,0.2,0.6,CLE,1,1,1,0,15.0,3.4,0.375,1.0,0.0,0.0,22.5,11.3,18.2,0.0,0.0,20.0,15.1,0.0,0.0,0.0,-0.032,-5.0,-1.6,-6.6,0.0,845059.0,24.0,2.0,94143000,113287000,SG,2015-16 CLE,105962520.0,33263059.0,72699461.0,7224716136.0,980431.0,0.010414274029933187,0.008654399887012632,22116750,Joe Harris,2017,,,,,,,,,,,,,,
2017 Joe Johnson,53,2016-17 Joe Johnson,81.0,81.0,33.4,4.7,10.6,0.439,1.5,3.9,0.383,1.5,3.9,0.383,0.509,1.5,1.8,0.831,0.6,3.0,3.6,3.9,0.8,0.0,2.0,1.8,12.2,MIA,1,0,0,0,769.0,15.2,0.603,0.335,0.135,2.3,7.6,5.0,17.9,1.4,0.2,13.9,18.4,1.3,0.6,2.0,0.123,2.0,-1.3,0.8,0.5,414481.0,34.0,15.0,94143000,113287000,SF,2015-16 MIA,85826352.0,58343327.0,27483025.0,7224716136.0,11000000.0,0.11684352527537895,0.09709851968893166,30963450,Joe Johnson,2017,,,,,,,,,,,,,,
2017 Jon Leuer,27,2016-17 Jon Leuer,67.0,27.0,18.7,3.3,7.0,0.481,0.6,1.6,0.382,0.6,1.6,0.382,0.526,1.1,1.5,0.762,1.1,4.4,5.6,1.1,0.6,0.4,1.1,1.9,8.5,PHO,0,0,0,1,1255.0,16.2,0.555,0.236,0.217,6.4,26.3,16.1,9.6,1.5,2.0,12.8,19.8,1.4,1.3,2.7,0.103,-1.3,0.3,-1.0,0.3,1035000.0,26.0,5.0,94143000,113287000,PF,2015-16 PHO,69701209.0,8034187.0,61667022.0,7224716136.0,10991957.0,0.11675809141412533,0.09702752301676273,22116750,Jon Leuer,2017,,,,,,,,,,,,,,
2017 Jordan Farmar,115,2016-17 Jordan Farmar,12.0,10.0,24.3,3.5,8.3,0.42,1.3,3.8,0.35600000000000004,1.3,3.8,0.35600000000000004,0.5,0.8,0.8,1.0,0.3,1.8,2.1,3.1,1.3,0.2,1.5,1.8,9.2,MEM,1,0,0,0,291.0,13.2,0.527,0.45,0.1,1.5,8.6,4.9,20.6,2.7,0.6,14.7,18.9,0.2,0.2,0.4,0.064,0.2,-1.4,-1.2,0.1,191456.0,29.0,9.0,94143000,113287000,PG,2015-16 MEM,83037255.0,17733956.0,65303299.0,7224716136.0,82979.0,0.0008814144439841518,0.0007324670968425327,26540100,Jordan Farmar,2017,0,Lakers,Jordan Farmar,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017 Jordan Hill,117,2016-17 Jordan Hill,73.0,11.0,20.7,3.8,7.5,0.506,0.0,0.0,0.0,0.0,0.0,0.0,0.506,1.2,1.7,0.7120000000000001,2.1,4.0,6.2,1.2,0.5,0.5,1.3,2.1,8.8,IND,1,0,0,0,1513.0,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2.0,13.2,20.3,1.6,2.3,3.9,0.124,-1.7,0.9,-0.7,0.5,4000000.0,28.0,7.0,94143000,113287000,C,2015-16 IND,71286088.0,9623938.0,61662150.0,7224716136.0,3911380.0,0.041547220717419245,0.034526291630990316,26540100,Jordan Hill,2017,0,Lakers,Jordan Hill,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017 Kent Bazemore,47,2016-17 Kent Bazemore,75.0,68.0,27.8,4.3,9.7,0.441,1.5,4.1,0.35700000000000004,1.5,4.1,0.35700000000000004,0.517,1.6,2.0,0.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6,ATL,1,0,0,0,2083.0,13.4,0.551,0.421,0.208,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,0.3,3.8,4.1,0.094,-1.3,1.6,0.3,1.2,2000000.0,26.0,4.0,94143000,113287000,SG,2015-16 ATL,71453126.0,14913118.0,56540008.0,7224716136.0,15730338.0,0.16708983142665945,0.13885386672786815,22116750,Kent Bazemore,2017,0,Lakers,Kent Bazemore,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017 Kevin Durant,59,2016-17 Kevin Durant,72.0,72.0,35.8,9.7,19.2,0.505,2.6,6.7,0.387,2.6,6.7,0.387,0.573,6.2,6.9,0.898,0.6,7.6,8.2,5.0,1.0,1.2,3.5,1.9,28.2,OKC,1,1,0,0,2578.0,28.2,0.634,0.348,0.361,2.0,21.8,12.4,24.2,1.3,2.5,13.5,30.6,11.0,3.5,14.5,0.27,7.0,0.9,7.9,6.4,20158622.0,27.0,9.0,94143000,113287000,PF,2015-16 OKC,94622660.0,28567052.0,66055608.0,7224716136.0,26540100.0,0.28191262228737135,0.2342731293087468,26540100,Kevin Durant,2017,,,,,,,,,,,,,,
2017 Kris Humphries,92,2016-17 Kris Humphries,53.0,17.0,15.8,2.3,5.6,0.41,0.6,2.0,0.315,0.6,2.0,0.315,0.468,1.3,1.6,0.7979999999999999,1.1,3.0,4.1,0.7,0.3,0.4,0.7,1.8,6.5,ATL,1,0,0,0,295.0,14.9,0.555,0.307,0.446,7.6,18.5,13.1,6.9,1.7,1.9,10.4,20.4,0.4,0.5,0.9,0.14300000000000002,-1.5,-0.1,-1.6,0.0,388025.0,30.0,12.0,94143000,113287000,PF,2015-16 ATL,71453126.0,14913118.0,56540008.0,7224716136.0,4000000.0,0.04248855464559234,0.03530855261415696,30963450,Kris Humphries,2017,,,,,,,,,,,,,,
2017 Lamar Patterson,93,2016-17 Lamar Patterson,35.0,0.0,11.3,0.8,2.3,0.35,0.3,1.4,0.245,0.3,1.4,0.245,0.425,0.5,0.6,0.727,0.1,1.3,1.4,1.1,0.3,0.1,0.7,1.3,2.4,ATL,1,0,0,0,395.0,5.1,0.468,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-4.6,-0.3,-4.9,-0.3,525093.0,24.0,1.0,94143000,113287000,SG,2015-16 ATL,71453126.0,14913118.0,56540008.0,7224716136.0,100000.0,0.0010622138661398085,0.0008827138153539241,22116750,Lamar Patterson,2017,,,,,,,,,,,,,,
2017 Lance Stephenson,9,2016-17 Lance Stephenson,69.0,13.0,19.9,3.3,6.9,0.481,0.4,1.1,0.385,0.4,1.1,0.385,0.513,1.3,1.6,0.784,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2.0,8.3,MEM,1,0,0,0,692.0,17.1,0.537,0.101,0.263,3.3,16.2,9.5,19.2,1.4,0.8,11.8,25.3,0.8,0.5,1.2,0.086,0.1,-1.3,-1.2,0.1,9000000.0,25.0,6.0,94143000,113287000,SG,2015-16 MEM,83037255.0,17733956.0,65303299.0,7224716136.0,144386.0,0.001533688112764624,0.001274515169436917,22116750,Lance Stephenson,2017,2016-11-05,Pelicans,Lance Stephenson,torn groin muscle (surgery) (out indefinitely),1.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017 Lance Thomas,35,2016-17 Lance Thomas,59.0,5.0,22.3,2.9,6.5,0.442,0.7,1.8,0.404,0.7,1.8,0.404,0.5,1.7,2.0,0.857,0.6,1.6,2.2,0.9,0.4,0.1,1.0,1.8,8.2,NYK,0,0,0,1,1313.0,10.4,0.557,0.285,0.312,2.9,8.0,5.4,6.4,0.9,0.4,11.6,16.9,1.2,0.5,1.7,0.062,-1.2,-2.1,-3.2,-0.4,1650000.0,27.0,5.0,94143000,113287000,PF,2015-16 NYK,75311181.0,26401205.0,48909976.0,7224716136.0,6191000.0,0.06576166045271555,0.05464881230856144,22116750,Lance Thomas,2017,,,,,,,,,,,,,,
2017 Langston Galloway,28,2016-17 Langston Galloway,82.0,7.0,24.8,2.8,7.2,0.393,0.9,2.7,0.344,0.9,2.7,0.344,0.458,1.0,1.4,0.754,0.5,3.0,3.5,2.5,0.9,0.3,0.7,2.2,7.6,NYK,0,0,0,1,2033.0,11.7,0.49,0.381,0.194,2.3,13.0,7.7,15.7,1.9,0.8,8.7,15.6,1.4,1.8,3.3,0.077,-0.4,0.1,-0.4,0.8,845059.0,24.0,2.0,94143000,113287000,SG,2015-16 NYK,75311181.0,26401205.0,48909976.0,7224716136.0,5200000.0,0.055235121039270044,0.04590111839840405,22116750,Langston Galloway,2017,,,,,,,,,,,,,,
2017 LeBron James,5,2016-17 LeBron James,76.0,76.0,35.6,9.7,18.6,0.52,1.1,3.7,0.309,1.1,3.7,0.309,0.551,4.7,6.5,0.731,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,25.3,CLE,1,1,1,0,2709.0,27.5,0.588,0.199,0.34700000000000003,4.7,18.8,11.8,36.0,2.0,1.5,13.2,31.4,9.6,4.0,13.6,0.242,6.9,2.3,9.1,7.6,22971000.0,31.0,13.0,94143000,113287000,PF,2015-16 CLE,105962520.0,33263059.0,72699461.0,7224716136.0,30963450.0,0.32889805933526656,0.2733186508602046,30963450,LeBron James,2017,,,,,,,,,,,,,,
2017 Leandro Barbosa,119,2016-17 Leandro Barbosa,68.0,0.0,15.9,2.5,5.4,0.462,0.6,1.6,0.355,0.6,1.6,0.355,0.515,0.8,0.9,0.8390000000000001,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4,GSW,1,1,1,0,1079.0,11.7,0.545,0.297,0.168,3.0,8.4,5.8,10.6,2.0,0.7,11.8,18.1,0.9,1.2,2.1,0.092,-1.2,-0.9,-2.1,0.0,2500000.0,33.0,13.0,94143000,113287000,SG,2015-16 GSW,93707197.0,11845622.0,81861575.0,7224716136.0,4000000.0,0.04248855464559234,0.03530855261415696,30963450,Leandro Barbosa,2017,0,Celtics,Leandro Barbosa,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2017 Lou Amundson,121,2016-17 Lou Amundson,29.0,0.0,7.0,0.7,1.8,0.358,0.0,0.0,,0.0,0.0,,0.358,0.5,0.9,0.519,0.8,0.9,1.7,0.4,0.2,0.2,0.5,1.5,1.8,NYK,0,0,0,1,204.0,6.7,0.401,0.0,0.509,12.5,13.7,13.1,8.8,1.5,2.6,18.8,17.7,-0.3,0.2,-0.1,-0.014,-5.3,0.4,-5.0,-0.2,1650000.0,33.0,10.0,94143000,113287000,PF,2015-16 NYK,75311181.0,26401205.0,48909976.0,7224716136.0,1551659.0,0.016481937053206292,0.013696708360182545,26540100,Lou Amundson,2017,,,,,,,,,,,,,,
2017 Luc Mbah a Moute,51,2016-17 Luc Mbah a Moute,75.0,61.0,17.0,1.3,2.8,0.454,0.2,0.5,0.325,0.2,0.5,0.325,0.486,0.4,0.8,0.526,0.8,1.5,2.3,0.4,0.6,0.3,0.5,1.3,3.1,LAC,1,0,0,0,1274.0,7.3,0.498,0.193,0.275,5.2,9.4,7.3,3.3,1.7,1.2,12.8,9.4,0.2,1.3,1.6,0.059,-3.0,1.5,-1.6,0.1,1270964.0,29.0,8.0,94143000,113287000,PF,2015-16 LAC,95585714.0,28103512.0,67482202.0,7224716136.0,2203000.0,0.023400571471059985,0.019446185352246948,26540100,Luc Mbah a Moute,2017,,,,,,,,,,,,,,
2017 Luis Scola,104,2016-17 Luis Scola,76.0,76.0,21.5,3.5,7.9,0.45,0.9,2.1,0.404,0.9,2.1,0.404,0.504,0.8,1.1,0.726,1.1,3.6,4.7,0.9,0.6,0.4,0.9,2.3,8.7,TOR,1,1,0,0,1636.0,13.6,0.523,0.269,0.14,6.0,19.0,12.6,6.8,1.5,1.4,9.7,19.5,1.4,1.9,3.3,0.098,-0.8,-0.4,-1.2,0.3,3000000.0,35.0,9.0,94143000,113287000,PF,2015-16 TOR,71934665.0,18947276.0,52987389.0,7224716136.0,5000000.0,0.05311069330699043,0.044135690767696203,26540100,Luis Scola,2017,,,,,,,,,,,,,,
2017 Luol Deng,80,2016-17 Luol Deng,74.0,73.0,32.4,4.6,10.1,0.455,1.2,3.5,0.344,1.2,3.5,0.344,0.514,2.0,2.6,0.755,1.5,4.5,6.0,1.9,1.0,0.4,1.1,1.6,12.3,MIA,1,0,0,0,2394.0,15.0,0.5489999999999999,0.344,0.258,5.3,15.4,10.5,9.0,1.6,0.9,8.9,17.4,3.5,2.8,6.4,0.128,1.3,0.6,1.9,2.3,10151612.0,30.0,12.0,94143000,113287000,SF,2015-16 MIA,85826352.0,58343327.0,27483025.0,7224716136.0,18000000.0,0.19119849590516555,0.15888848676370634,30963450,Luol Deng,2017,0,Bulls,Luol Deng,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017 Marcelo Huertas,118,2016-17 Marcelo Huertas,53.0,0.0,16.4,1.8,4.3,0.422,0.3,1.2,0.262,0.3,1.2,0.262,0.457,0.5,0.5,0.931,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5,LAL,0,0,0,1,869.0,10.4,0.488,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,-0.2,0.1,-0.1,-0.006,-3.1,-2.9,-6.0,-0.9,525093.0,32.0,1.0,94143000,113287000,PG,2015-16 LAL,72415125.0,20749343.0,51665782.0,7224716136.0,1500000.0,0.015933207992097128,0.013240707230308861,22116750,Marcelo Huertas,2017,,,,,,,,,,,,,,
2017 Marcus Thornton,90,2016-17 Marcus Thornton,61.0,8.0,18.2,3.5,8.9,0.399,1.5,4.4,0.337,1.5,4.4,0.337,0.482,1.1,1.3,0.848,0.6,1.8,2.5,1.4,0.8,0.1,0.8,1.5,9.7,WAS,0,0,0,0,224.0,15.5,0.508,0.505,0.196,3.4,14.3,8.7,13.4,2.8,0.4,8.6,24.8,0.1,0.3,0.4,0.08,0.6,-1.2,-0.7,0.1,251107.0,28.0,7.0,94143000,113287000,SG,2015-16 WAS,84237317.0,26942639.0,57294678.0,7224716136.0,1315448.0,0.013972871057858788,0.011611641229796887,26540100,Marcus Thornton,2017,,,,,,,,,,,,,,
2017 Marreese Speights,44,2016-17 Marreese Speights,72.0,0.0,11.6,2.7,6.3,0.4320000000000001,0.3,0.9,0.387,0.3,0.9,0.387,0.458,1.3,1.6,0.825,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1,GSW,1,1,1,0,832.0,17.1,0.506,0.136,0.25,10.6,19.8,15.5,11.4,1.1,3.0,11.5,29.7,0.5,1.2,1.8,0.102,-2.9,-1.1,-3.9,-0.4,3815000.0,28.0,8.0,94143000,113287000,C,2015-16 GSW,93707197.0,11845622.0,81861575.0,7224716136.0,1403611.0,0.014909350668663628,0.012389868210827368,26540100,Marreese Speights,2017,,,,,,,,,,,,,,
2017 Marvin Williams,32,2016-17 Marvin Williams,81.0,81.0,28.9,4.2,9.2,0.452,1.9,4.7,0.402,1.9,4.7,0.402,0.5539999999999999,1.5,1.8,0.833,1.6,4.9,6.4,1.4,0.7,1.0,0.8,1.6,11.7,CHO,1,0,0,0,2338.0,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,4.7,3.2,7.8,0.161,1.7,1.0,2.7,2.7,7000000.0,29.0,11.0,94143000,113287000,PF,2015-16 CHO,77609865.0,40844083.0,36765782.0,7224716136.0,12250000.0,0.13012119860212656,0.1081324423808557,30963450,Marvin Williams,2017,,,,,,,,,,,,,,
2017 Matt Barnes,106,2016-17 Matt Barnes,76.0,45.0,28.8,3.5,9.1,0.381,1.6,4.9,0.322,1.6,4.9,0.322,0.467,1.5,1.8,0.804,1.1,4.4,5.5,2.1,1.0,0.8,1.6,3.1,10.0,MEM,1,0,0,0,2190.0,11.7,0.503,0.534,0.199,4.2,18.3,10.9,11.6,1.8,2.4,13.8,17.9,0.4,2.2,2.6,0.056,-0.4,0.8,0.4,1.3,3542500.0,35.0,13.0,94143000,113287000,SF,2015-16 MEM,83037255.0,17733956.0,65303299.0,7224716136.0,383351.0,0.004072007477985618,0.0033838922382974216,30963450,Matt Barnes,2017,0,Lakers,Matt Barnes,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2017 Mike Miller,111,2016-17 Mike Miller,47.0,2.0,7.9,0.5,1.3,0.355,0.4,1.1,0.365,0.4,1.1,0.365,0.508,0.0,0.0,,0.1,1.0,1.1,0.9,0.3,0.1,0.4,1.1,1.3,DEN,0,0,0,0,373.0,6.5,0.508,0.8390000000000001,0.0,1.8,14.2,7.9,14.9,1.7,0.9,21.5,9.3,0.1,0.3,0.3,0.04,-2.5,-0.3,-2.7,-0.1,1499187.0,35.0,16.0,94143000,113287000,SF,2015-16 DEN,72606354.0,7313187.0,65293167.0,7224716136.0,3500000.0,0.0371774853148933,0.030894983537387344,30963450,Mike Miller,2017,,,,,,,,,,,,,,
2017 Mirza Teletovic,17,2016-17 Mirza Teletovic,79.0,1.0,21.3,4.2,9.8,0.4270000000000001,2.3,5.8,0.393,2.3,5.8,0.393,0.544,1.5,2.0,0.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2,PHO,0,0,0,1,1686.0,16.2,0.5710000000000001,0.5920000000000001,0.199,3.5,16.3,9.7,9.1,0.9,1.0,9.0,23.4,2.9,0.9,3.8,0.109,2.3,-2.7,-0.5,0.7,5500000.0,30.0,4.0,94143000,113287000,PF,2015-16 PHO,69701209.0,8034187.0,61667022.0,7224716136.0,10500000.0,0.1115324559446799,0.09268495061216203,22116750,Mirza Teletovic,2017,,,,,,,,,,,,,,
2017 Nene,55,2016-17 Nene,57.0,11.0,19.2,3.7,6.7,0.544,0.0,0.1,0.0,0.0,0.1,0.0,0.544,1.9,3.2,0.578,0.9,3.6,4.5,1.7,0.9,0.5,1.3,2.7,9.2,WAS,0,0,0,0,1094.0,16.8,0.564,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14.0,21.6,1.1,1.6,2.7,0.12,-1.6,1.8,0.2,0.6,13000000.0,33.0,14.0,94143000,113287000,C,2015-16 WAS,84237317.0,26942639.0,57294678.0,7224716136.0,2898000.0,0.030782957840731654,0.02558104636895672,30963450,Nene,2017,,,,,,,,,,,,,,
2017 Nicolas Batum,30,2016-17 Nicolas Batum,70.0,70.0,35.0,5.3,12.5,0.426,2.0,5.7,0.348,2.0,5.7,0.348,0.506,2.3,2.7,0.8490000000000001,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9,CHO,1,0,0,0,2448.0,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,2.0,2.9,5.0,0.097,1.1,0.9,2.0,2.5,12235750.0,27.0,8.0,94143000,113287000,SG,2015-16 CHO,77609865.0,40844083.0,36765782.0,7224716136.0,20869566.0,0.221679423855199,0.18421854228640533,26540100,Nicolas Batum,2017,,,,,,,,,,,,,,
2017 Pablo Prigioni,125,2016-17 Pablo Prigioni,59.0,3.0,13.9,0.9,2.5,0.374,0.5,1.6,0.295,0.5,1.6,0.295,0.469,0.1,0.1,0.875,0.6,1.3,1.9,2.2,0.9,0.0,0.8,1.4,2.5,LAC,1,0,0,0,823.0,10.2,0.482,0.6459999999999999,0.054000000000000006,5.1,9.9,7.5,21.8,3.2,0.1,24.6,11.0,0.3,1.1,1.5,0.087,-1.1,1.5,0.4,0.5,981348.0,38.0,4.0,94143000,113287000,PG,2015-16 LAC,95585714.0,28103512.0,67482202.0,7224716136.0,1050961.0,0.011163453469721593,0.009276977940981755,22116750,Pablo Prigioni,2017,,,,,,,,,,,,,,
2017 Pau Gasol,70,2016-17 Pau Gasol,72.0,72.0,31.8,6.5,13.8,0.469,0.3,1.0,0.348,0.3,1.0,0.348,0.481,3.2,4.0,0.792,2.2,8.9,11.0,4.1,0.6,2.0,2.3,2.1,16.5,CHI,0,0,0,0,2291.0,21.7,0.529,0.069,0.29,7.3,28.7,18.2,21.7,0.9,4.7,12.8,24.6,3.2,3.9,7.1,0.149,0.5,3.5,4.0,3.5,7448760.0,35.0,15.0,94143000,113287000,C,2015-16 CHI,85385898.0,23864181.0,61521717.0,7224716136.0,15500000.0,0.16464314925167034,0.13682064137985825,30963450,Pau Gasol,2017,0,Lakers,Pau Gasol,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2017 Quincy Acy,40,2016-17 Quincy Acy,59.0,29.0,14.8,2.0,3.6,0.556,0.3,0.8,0.388,0.3,0.8,0.388,0.6,0.8,1.2,0.735,1.1,2.1,3.2,0.5,0.5,0.4,0.5,1.7,5.2,SAC,0,0,0,0,876.0,14.7,0.629,0.229,0.318,8.1,15.1,11.6,4.4,1.6,2.2,10.0,13.1,1.8,0.7,2.5,0.13699999999999998,0.2,0.0,0.2,0.5,981348.0,25.0,4.0,94143000,113287000,PF,2015-16 SAC,71840771.0,20928624.0,50912147.0,7224716136.0,1050961.0,0.011163453469721593,0.009276977940981755,22116750,Quincy Acy,2017,,,,,,,,,,,,,,
2017 Rajon Rondo,66,2016-17 Rajon Rondo,72.0,72.0,35.2,4.9,10.9,0.454,0.9,2.4,0.365,0.9,2.4,0.365,0.494,1.2,2.1,0.58,1.1,5.0,6.0,11.7,2.0,0.1,3.9,2.4,11.9,SAC,0,0,0,0,2537.0,16.9,0.506,0.217,0.192,3.3,15.2,9.3,48.0,2.7,0.3,24.7,18.8,2.3,2.3,4.6,0.087,0.8,0.2,1.0,1.9,9500000.0,29.0,10.0,94143000,113287000,PG,2015-16 SAC,71840771.0,20928624.0,50912147.0,7224716136.0,14000000.0,0.1487099412595732,0.12357993414954938,26540100,Rajon Rondo,2017,0,Celtics,Rajon Rondo,None,0.0,2017.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
2017 Ramon Sessions,19,2016-17 Ramon Sessions,82.0,5.0,20.3,3.4,7.2,0.473,0.4,1.4,0.324,0.4,1.4,0.324,0.503,2.6,3.5,0.7559999999999999,0.3,2.2,2.5,2.9,0.6,0.1,1.4,1.2,9.9,WAS,0,0,0,0,1667.0,15.9,0.565,0.188,0.478,1.6,12.2,6.8,22.0,1.3,0.2,13.8,21.8,2.5,1.3,3.8,0.109,-0.3,-1.5,-1.8,0.1,2170465.0,29.0,9.0,94143000,113287000,PG,2015-16 WAS,84237317.0,26942639.0,57294678.0,7224716136.0,6000000.0,0.06373283196838851,0.052962828921235446,26540100,Ramon Sessions,2017,2017-02-03,Hornets,Ramon Sessions,torn lateral meniscus in left knee (out indefinitely),1.0,2017.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2017 Randy Foye,103,2016-17 Randy Foye,81.0,8.0,20.3,2.1,6.0,0.35100000000000003,0.9,3.1,0.3,0.9,3.1,0.3,0.428,0.8,0.9,0.8240000000000001,0.3,1.6,1.9,2.0,0.5,0.4,1.1,1.6,5.9,OKC,1,1,0,0,572.0,7.1,0.469,0.544,0.181,1.6,7.8,4.9,11.3,1.1,1.7,14.8,14.1,0.0,0.4,0.4,0.038,-1.9,-0.6,-2.5,-0.1,3270000.0,32.0,10.0,94143000,113287000,SG,2015-16 OKC,94622660.0,28567052.0,66055608.0,7224716136.0,2500000.0,0.026555346653495213,0.022067845383848102,26540100,Randy Foye,2017,,,,,,,,,,,,,,
