Join Name With Year,index,Name With Year,Previous Year Games Played,Previous Year Games Started,Previous Year Minutes Per Game,Previous Year Field Goals Per Game,Previous Year Field Goal Attempts Per Game,Previous Year Field Goal Percentage,Previous Year 3 Point Field Goals Per Game,Previous Year 3 Point Field Goal Attempts Per Game,Previous Year 3 Point Field Goal Percentage,Previous Year 2 Point Field Goals Per Game,Previous Year 2 Point Field Goal Attempts Per Game,Previous Year 2 Point Field Goal Percentage,Previous Year Effective Field Goal Percentage,Previous Year Free Throw Makes Per Game,Previous Year Free Throw Attempts Per Game,Previous Year Free Throw Percentage,Previous Year Offensive Rebounds Per Game,Previous Year Defensive Rebounds Per Game,Previous Year Total Rebounds Per Game,Previous Year Assists Per Game,Previous Year Steals Per Game,Previous Year Blocks Per Game,Previous Year Turnovers Per Game,Previous Year Personal Fouls Per Game,Previous Year Points Per Game,Previous Year Team,Previous Year Playoff Team,Previous Year Semifinal Team,Previous Year Final Team,Previous Year Bottom 6 Team,Previous Year Total Minutes Played,Previous Year Player Efficiency Rating,Previous Year True Shooting Percentage,Previous Year 3 Point Attempt Rate,Previous Year Free Throw Attempt Rate,Previous Year Offensive Rebound Percentage,Previous Year Defensive Rebound Percentage,Previous Year Total Rebound Percentage,Previous Year Assist Percentage,Previous Year Steal Percentage,Previous Year Block Percentage,Previous Year Turnover Percentage,Previous Year Usage Percentage,Previous Year Offensive Win Shares,Previous Year Defensive Win Shares,Previous Year Win Shares,Previous Year Win Shares Per 48 Minutes,Previous Year Offensive Box Plus/Minus,Previous Year Defensive Box Plus/Minus,Previous Year Box Plus/Minus,Previous Year Value Over Replacement Player,Previous Year Salary,Age,Years In League,Salary Cap,Luxury Tax Line,Position,Previous Year Team With Year,Previous Year Total Team Payroll,Salary Sums,Team Cap Space,Total NBA Cap Space,Target Salary,Target Salary Percentage Cap,Target Salary Percentage Luxury,Maximum Salary,Name.x,Year.x,Date,Team,Name,Notes,Tears,Year,Achilles,ACL,Meniscus,Meniscus Sum,Achilles Sum,ACL Sum,Tear Sum,Meniscus/Achilles/ACL Sum
2011 Eddie House,90,2010-11 Eddie House,68.0,0.0,17.9,2.5,6.7,0.38,1.2,3.3,0.348,1.2,3.3,0.348,0.467,0.7,0.8,0.923,0.2,1.4,1.6,1.3,0.6,0.1,0.7,1.2,7.0,NYK,0,0,0,0,371.0,7.3,0.416,0.451,0.09,1.8,10.6,6.1,14.9,1.7,0.0,12.6,19.3,-0.5,0.1,-0.4,-0.047,-3.8,-2.3,-6.1,-0.4,2862000.0,31.0,10.0,58044000,70307000,SG,2009-10 NYK,85710076.0,49160237.0,36549839.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,16324500,Eddie House,2011,,,,,,,,,,,,,,
2011 Etan Thomas,94,2010-11 Etan Thomas,23.0,1.0,14.0,1.3,3.0,0.456,0.0,0.0,,0.0,0.0,,0.456,0.6,1.0,0.591,0.8,2.0,2.8,0.0,0.2,0.7,0.8,1.7,3.3,OKC,1,0,0,0,321.0,6.9,0.483,0.0,0.324,6.6,16.0,11.4,0.5,0.6,3.7,18.8,13.4,-0.2,0.4,0.2,0.028,-6.5,-0.2,-6.7,-0.4,7350000.0,31.0,8.0,58044000,70307000,C,2009-10 OKC,58438646.0,7350000.0,51088646.0,4359599560.0,1223166.0,0.021073082489146164,0.01739749953774162,16324500,Etan Thomas,2011,,,,,,,,,,,,,,
2011 Francisco Elson,72,2010-11 Francisco Elson,12.0,0.0,5.5,0.4,1.3,0.333,0.0,0.0,,0.0,0.0,,0.333,0.2,0.4,0.4,0.5,0.7,1.2,0.2,0.1,0.0,0.1,0.6,1.0,PHI,0,0,0,1,4.0,6.3,0.301,0.0,1.5,29.0,0.0,14.7,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,-0.326,-9.0,-14.5,-23.5,0.0,1700000.0,33.0,7.0,58044000,70307000,C,2009-10 PHI,64883448.0,2555189.0,62328259.0,4359599560.0,1146337.0,0.019749448694094136,0.016304734948155944,16324500,Francisco Elson,2011,,,,,,,,,,,,,,
2011 Hakim Warrick,67,2010-11 Hakim Warrick,76.0,6.0,20.5,3.5,7.2,0.482,0.0,0.1,0.14300000000000002,0.0,0.1,0.14300000000000002,0.483,2.7,3.6,0.737,1.7,2.5,4.1,0.7,0.3,0.2,1.1,1.7,9.6,CHI,1,0,0,0,533.0,15.7,0.56,0.006,0.593,8.5,12.8,10.6,5.2,0.7,1.1,9.6,20.2,1.0,0.5,1.5,0.133,-1.4,-1.7,-3.1,-0.2,3000000.0,27.0,5.0,58044000,70307000,PF,2009-10 CHI,69700359.0,15250000.0,54450359.0,4359599560.0,4250000.0,0.07322031562263111,0.0604491729130812,13603750,Hakim Warrick,2011,,,,,,,,,,,,,,
2011 Hilton Armstrong,57,2010-11 Hilton Armstrong,33.0,0.0,10.2,0.8,2.4,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.354,0.5,1.0,0.469,0.8,1.6,2.5,0.6,0.5,0.4,0.7,1.8,2.2,HOU,0,0,0,0,40.0,1.1,0.28,0.059,0.118,13.8,3.0,8.6,11.5,6.4,0.0,21.9,25.3,-0.2,0.1,-0.2,-0.185,-8.2,2.1,-6.1,0.0,2801198.0,25.0,4.0,58044000,70307000,C,2009-10 HOU,68914971.0,11711795.0,57203176.0,4359599560.0,992680.0,0.017102198332299635,0.014119219992319399,13603750,Hilton Armstrong,2011,,,,,,,,,,,,,,
2011 Ian Mahinmi,9,2010-11 Ian Mahinmi,26.0,0.0,6.3,1.3,2.1,0.636,0.0,0.0,,0.0,0.0,,0.636,1.2,1.8,0.66,0.5,1.5,2.0,0.1,0.1,0.3,0.6,1.2,3.9,SAS,1,0,0,0,165.0,21.6,0.667,0.0,0.855,9.4,27.2,18.5,2.1,1.0,3.5,16.5,25.2,0.4,0.3,0.7,0.206,-2.3,-1.6,-3.9,-0.1,1079640.0,23.0,2.0,58044000,70307000,C,2009-10 SAS,79338309.0,37533362.0,41804947.0,4359599560.0,762196.0,0.01313134863207222,0.010840968893566786,13603750,Ian Mahinmi,2011,,,,,,,,,,,,,,
2011 J.J. Redick,1,2010-11 J.J. Redick,82.0,9.0,22.0,3.0,6.7,0.439,1.4,3.3,0.405,1.4,3.3,0.405,0.54,2.3,2.7,0.86,0.2,1.7,1.9,1.9,0.3,0.0,0.8,1.4,9.6,ORL,1,1,0,0,1808.0,15.0,0.606,0.495,0.401,1.1,8.5,5.0,13.9,0.8,0.2,8.8,18.3,4.7,1.8,6.5,0.173,2.5,-1.1,1.4,1.5,2839408.0,25.0,4.0,58044000,70307000,SG,2009-10 ORL,82200916.0,5745863.0,76455053.0,4359599560.0,7250000.0,0.12490524429742954,0.10311917732231499,13603750,J.J. Redick,2011,,,,,,,,,,,,,,
2011 Jamaal Magloire,73,2010-11 Jamaal Magloire,36.0,0.0,10.0,0.8,1.6,0.5,0.0,0.0,,0.0,0.0,,0.5,0.6,1.6,0.35600000000000004,1.1,2.2,3.4,0.0,0.3,0.3,0.5,1.6,2.1,MIA,1,0,0,0,359.0,9.4,0.47,0.0,1.054,13.5,26.0,19.8,0.4,1.3,2.5,17.2,13.0,-0.1,0.7,0.6,0.078,-6.1,-0.9,-7.0,-0.5,1229225.0,31.0,10.0,58044000,70307000,C,2009-10 MIA,74208013.0,81260518.0,-7052505.0,4359599560.0,1229255.0,0.021177985666046447,0.01748410542335756,16324500,Jamaal Magloire,2011,,,,,,,,,,,,,,
2011 James Jones,21,2010-11 James Jones,36.0,6.0,14.0,1.2,3.3,0.361,1.0,2.5,0.411,1.0,2.5,0.411,0.517,0.6,0.8,0.821,0.1,1.1,1.3,0.5,0.3,0.1,0.3,1.3,4.1,MIA,1,0,0,0,503.0,8.8,0.556,0.7559999999999999,0.235,0.9,9.5,5.3,5.1,1.2,0.6,7.7,13.3,0.5,0.5,1.0,0.099,-0.5,-1.0,-1.5,0.1,4320000.0,29.0,7.0,58044000,70307000,SF,2009-10 MIA,74208013.0,81260518.0,-7052505.0,4359599560.0,1069509.0,0.018425832127351664,0.015211984581905074,16324500,James Jones,2011,,,,,,,,,,,,,,
2011 Jason Collins,47,2010-11 Jason Collins,24.0,0.0,4.8,0.3,1.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.0,0.1,0.0,0.2,0.4,0.6,0.2,0.1,0.1,0.2,0.9,0.7,ATL,1,0,0,0,115.0,0.9,0.335,0.043,0.087,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,-0.2,0.1,-0.1,-0.044,-6.7,0.0,-6.7,-0.1,1181803.0,31.0,9.0,58044000,70307000,C,2009-10 ATL,65883642.0,32441766.0,33441876.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,16324500,Jason Collins,2011,,,,,,,,,,,,,,
2011 Jason Williams,92,2010-11 Jason Williams,82.0,18.0,20.8,2.3,5.2,0.444,1.0,2.7,0.38,1.0,2.7,0.38,0.542,0.4,0.5,0.7559999999999999,0.1,1.5,1.5,3.6,0.6,0.0,1.1,0.8,6.0,ORL,1,1,0,0,1703.0,12.9,0.555,0.519,0.096,0.5,7.8,4.3,26.9,1.6,0.1,16.4,14.5,2.5,2.0,4.5,0.127,0.5,-0.8,-0.3,0.7,1306455.0,34.0,11.0,58044000,70307000,PG,2009-10 ORL,82200916.0,5745863.0,76455053.0,4359599560.0,524964.0,0.009044242298945628,0.0074667387315630026,19045250,Jason Williams,2011,,,,,,,,,,,,,,
2011 Jawad Williams,89,2010-11 Jawad Williams,54.0,6.0,13.7,1.5,3.8,0.393,0.6,1.7,0.32299999999999995,0.6,1.7,0.32299999999999995,0.466,0.6,0.8,0.711,0.3,1.2,1.5,0.6,0.2,0.1,0.3,1.4,4.1,CLE,1,0,0,0,742.0,8.2,0.496,0.451,0.218,2.7,10.2,6.7,6.8,0.8,0.5,7.4,15.3,0.3,0.7,1.1,0.069,-2.0,-1.5,-3.5,-0.3,736420.0,26.0,2.0,58044000,70307000,SF,2009-10 CLE,83398534.0,52311656.0,31086878.0,4359599560.0,321652.0,0.005541520226035422,0.0045749640860796225,13603750,Jawad Williams,2011,,,,,,,,,,,,,,
2011 Jermaine O'Neal,56,2010-11 Jermaine O'Neal,70.0,70.0,28.4,5.6,10.6,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.529,2.3,3.2,0.72,1.8,5.2,6.9,1.3,0.4,1.4,1.8,3.0,13.6,MIA,1,0,0,0,1991.0,17.9,0.563,0.003,0.302,7.4,21.2,14.3,8.4,0.7,3.9,12.9,22.9,2.4,3.2,5.6,0.135,-1.4,1.5,0.0,1.0,23016000.0,31.0,14.0,58044000,70307000,PF,2009-10 MIA,74208013.0,81260518.0,-7052505.0,4359599560.0,5765000.0,0.09932120460340431,0.08199752513974426,19045250,Jermaine O'Neal,2011,,,,,,,,,,,,,,
2011 Jerry Stackhouse,62,2010-11 Jerry Stackhouse,42.0,0.0,20.4,3.1,7.5,0.408,1.1,3.1,0.34600000000000003,1.1,3.1,0.34600000000000003,0.479,1.3,1.6,0.797,0.5,1.9,2.4,1.7,0.5,0.2,1.6,1.3,8.5,MIL,1,0,0,0,855.0,11.1,0.517,0.411,0.218,2.4,11.3,6.6,13.4,1.3,0.8,16.0,21.9,-0.3,1.1,0.9,0.048,-1.8,-0.4,-2.2,0.0,668598.0,35.0,15.0,58044000,70307000,SF,2009-10 MIL,66775602.0,17474598.0,49301004.0,4359599560.0,222712.0,0.0038369512783405692,0.003167707340663092,19045250,Jerry Stackhouse,2011,,,,,,,,,,,,,,
2011 Joe Johnson,12,2010-11 Joe Johnson,76.0,76.0,38.0,8.4,18.2,0.458,1.7,4.6,0.369,1.7,4.6,0.369,0.505,2.9,3.5,0.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,ATL,1,0,0,0,2886.0,19.3,0.5379999999999999,0.253,0.194,3.0,11.4,7.1,22.0,1.5,0.1,8.8,26.3,6.0,2.4,8.4,0.14,3.5,-1.3,2.2,3.0,14976754.0,28.0,9.0,58044000,70307000,SF,2009-10 ATL,65883642.0,32441766.0,33441876.0,4359599560.0,16324500.0,0.28124353938391566,0.23218882899284565,16324500,Joe Johnson,2011,,,,,,,,,,,,,,
2011 Joe Smith,87,2010-11 Joe Smith,64.0,1.0,9.3,1.2,3.0,0.399,0.0,0.1,0.14300000000000002,0.0,0.1,0.14300000000000002,0.402,0.6,0.8,0.813,1.0,1.4,2.5,0.3,0.1,0.3,0.3,1.5,3.0,ATL,1,0,0,0,592.0,11.2,0.453,0.036000000000000004,0.249,12.9,18.1,15.5,5.3,0.5,2.4,9.3,18.4,0.3,0.6,0.9,0.077,-3.5,-1.4,-4.9,-0.4,1306455.0,34.0,15.0,58044000,70307000,PF,2009-10 ATL,65883642.0,32441766.0,33441876.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Joe Smith,2011,,,,,,,,,,,,,,
2011 Joel Anthony,29,2010-11 Joel Anthony,80.0,16.0,16.5,1.0,2.0,0.478,0.0,0.0,,0.0,0.0,,0.478,0.8,1.2,0.7170000000000001,1.5,1.6,3.1,0.2,0.3,1.4,0.6,2.0,2.7,MIA,1,0,0,0,1322.0,10.2,0.546,0.0,0.579,11.0,11.1,11.1,1.3,0.8,6.7,18.4,8.7,1.0,2.0,3.1,0.111,-3.1,3.5,0.4,0.8,825497.0,27.0,3.0,58044000,70307000,C,2009-10 MIA,74208013.0,81260518.0,-7052505.0,4359599560.0,3300000.0,0.05685342154227827,0.04693700485015717,13603750,Joel Anthony,2011,,,,,,,,,,,,,,
2011 Joey Graham,88,2010-11 Joey Graham,63.0,18.0,12.0,1.7,3.2,0.52,0.0,0.2,0.154,0.0,0.2,0.154,0.525,0.9,1.2,0.74,0.6,1.3,2.0,0.3,0.4,0.1,0.7,1.7,4.2,DEN,1,0,0,0,759.0,10.6,0.568,0.064,0.361,6.0,12.7,9.3,4.5,1.5,0.7,15.5,16.2,0.5,0.6,1.1,0.07200000000000001,-2.5,-1.1,-3.6,-0.3,884881.0,27.0,5.0,58044000,70307000,SF,2009-10 DEN,74935538.0,4376217.0,70559321.0,4359599560.0,992680.0,0.017102198332299635,0.014119219992319399,13603750,Joey Graham,2011,,,,,,,,,,,,,,
2011 Johan Petro,66,2010-11 Johan Petro,36.0,16.0,12.1,1.5,2.8,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.4,0.6,0.667,0.9,2.7,3.6,0.4,0.3,0.4,0.6,2.2,3.4,DEN,1,0,0,0,436.0,10.7,0.5529999999999999,0.01,0.208,8.5,25.4,17.1,4.8,1.2,2.2,17.3,13.6,0.2,0.6,0.8,0.08900000000000001,-3.5,0.5,-2.9,-0.1,884881.0,24.0,5.0,58044000,70307000,C,2009-10 DEN,74935538.0,4376217.0,70559321.0,4359599560.0,3250000.0,0.05599200606436496,0.04622583811000327,13603750,Johan Petro,2011,,,,,,,,,,,,,,
2011 John Salmons,46,2010-11 John Salmons,81.0,56.0,34.9,5.4,12.2,0.441,1.5,3.8,0.382,1.5,3.8,0.382,0.501,3.1,3.8,0.83,0.4,2.9,3.3,2.8,1.2,0.3,1.5,2.0,15.4,MIL,1,0,0,0,1129.0,17.6,0.581,0.264,0.35700000000000004,1.6,8.3,4.8,15.0,1.6,0.3,9.4,22.7,2.5,1.4,3.9,0.165,2.4,-0.3,2.1,1.1,5456000.0,30.0,8.0,58044000,70307000,SF,2009-10 MIL,66775602.0,17474598.0,49301004.0,4359599560.0,8000000.0,0.13782647646612914,0.11378667842462344,16324500,John Salmons,2011,,,,,,,,,,,,,,
2011 Jordan Farmar,32,2010-11 Jordan Farmar,82.0,0.0,18.0,2.7,6.3,0.435,1.0,2.8,0.376,1.0,2.8,0.376,0.518,0.7,1.0,0.6709999999999999,0.2,1.4,1.6,1.5,0.6,0.1,0.9,1.3,7.2,LAL,1,1,1,0,1474.0,12.3,0.535,0.445,0.165,1.1,8.8,5.0,13.4,1.8,0.6,11.5,19.0,1.0,1.8,2.8,0.093,-0.5,-1.0,-1.4,0.2,1947240.0,23.0,4.0,58044000,70307000,PG,2009-10 LAL,91378064.0,9954351.0,81423713.0,4359599560.0,3750000.0,0.06460616084349803,0.05333750551154224,13603750,Jordan Farmar,2011,,,,,,,,,,,,,,
2011 Josh Howard,68,2010-11 Josh Howard,35.0,12.0,26.2,4.5,11.1,0.405,0.7,2.5,0.267,0.7,2.5,0.267,0.434,3.1,4.0,0.784,0.9,2.7,3.6,1.4,0.7,0.3,1.3,2.6,12.7,WAS,0,0,0,1,91.0,19.2,0.529,0.239,0.435,5.0,11.6,8.2,8.2,1.7,1.7,5.2,28.8,0.2,0.1,0.3,0.139,1.3,-3.1,-1.9,0.0,10890000.0,29.0,7.0,58044000,70307000,SF,2009-10 WAS,73440274.0,25406941.0,48033333.0,4359599560.0,3000000.0,0.05168492867479843,0.04267000440923379,16324500,Josh Howard,2011,,,,,,,,,,,,,,
2011 Josh Powell,59,2010-11 Josh Powell,63.0,0.0,9.2,1.1,3.1,0.366,0.1,0.3,0.438,0.1,0.3,0.438,0.384,0.3,0.5,0.645,0.7,1.1,1.8,0.6,0.1,0.1,0.5,1.1,2.7,LAL,1,1,1,0,581.0,6.7,0.407,0.08199999999999999,0.16,8.5,13.7,11.2,9.0,0.8,0.8,13.7,18.6,-0.7,0.7,0.0,0.001,-5.5,-0.8,-6.2,-0.6,959111.0,27.0,5.0,58044000,70307000,PF,2009-10 LAL,91378064.0,9954351.0,81423713.0,4359599560.0,1069609.0,0.01842755495830749,0.01521340691538538,13603750,Josh Powell,2011,,,,,,,,,,,,,,
2011 Juwan Howard,65,2010-11 Juwan Howard,73.0,27.0,22.4,2.6,5.1,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.509,0.8,1.0,0.7859999999999999,1.5,3.1,4.6,0.8,0.4,0.1,1.0,2.6,6.0,POR,1,0,0,0,1632.0,10.0,0.5379999999999999,0.003,0.187,8.1,17.3,12.7,5.9,0.9,0.5,15.1,13.9,1.1,1.6,2.6,0.077,-2.1,0.3,-1.7,0.1,1306455.0,36.0,16.0,58044000,70307000,PF,2009-10 POR,56946258.0,1306455.0,55639803.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Juwan Howard,2011,,,,,,,,,,,,,,
2011 Keith Bogans,48,2010-11 Keith Bogans,79.0,50.0,19.7,1.5,3.8,0.403,0.9,2.5,0.35700000000000004,0.9,2.5,0.35700000000000004,0.52,0.5,0.6,0.74,0.3,1.9,2.2,1.2,0.6,0.2,0.7,2.0,4.4,SAS,1,0,0,0,1559.0,7.7,0.542,0.6579999999999999,0.168,1.9,11.2,6.6,8.5,1.5,0.6,14.2,11.0,0.7,1.9,2.6,0.081,-1.0,1.1,0.1,0.8,1033342.0,29.0,7.0,58044000,70307000,SG,2009-10 SAS,79338309.0,37533362.0,41804947.0,4359599560.0,1600000.0,0.02756529529322583,0.022757335684924686,16324500,Keith Bogans,2011,,,,,,,,,,,,,,
2011 Keyon Dooling,70,2010-11 Keyon Dooling,53.0,8.0,18.3,2.4,6.1,0.398,1.1,3.0,0.376,1.1,3.0,0.376,0.489,0.9,1.2,0.77,0.2,0.9,1.0,2.5,0.6,0.0,1.1,1.5,6.9,NJN,0,0,0,1,971.0,11.6,0.519,0.485,0.188,0.9,5.7,3.2,24.0,1.8,0.0,14.4,19.4,0.4,0.3,0.7,0.035,-0.4,-3.8,-4.2,-0.5,3564000.0,29.0,10.0,58044000,70307000,PG,2009-10 NJN,59366715.0,9856000.0,49510715.0,4359599560.0,2000000.0,0.034456619116532285,0.02844666960615586,16324500,Keyon Dooling,2011,,,,,,,,,,,,,,
2011 Kurt Thomas,61,2010-11 Kurt Thomas,70.0,9.0,15.0,1.4,3.0,0.476,0.0,0.0,,0.0,0.0,,0.476,0.2,0.2,0.8,1.2,3.0,4.2,0.7,0.4,0.7,0.7,2.3,3.0,MIL,1,0,0,0,1049.0,9.9,0.489,0.0,0.07200000000000001,8.7,23.5,15.8,6.7,1.3,3.4,18.3,11.3,0.0,2.0,2.1,0.095,-4.6,3.8,-0.8,0.3,3800000.0,37.0,15.0,58044000,70307000,PF,2009-10 MIL,66775602.0,17474598.0,49301004.0,4359599560.0,1352181.0,0.02329579284680587,0.019232523077360716,19045250,Kurt Thomas,2011,,,,,,,,,,,,,,
2011 Kwame Brown,63,2010-11 Kwame Brown,48.0,1.0,13.8,1.3,2.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,2.0,0.337,1.1,2.6,3.7,0.5,0.3,0.3,0.9,1.9,3.3,DET,0,0,0,1,660.0,7.9,0.47,0.008,0.79,9.1,24.3,16.2,5.1,1.2,1.5,20.5,14.7,-0.6,0.5,-0.1,-0.009000000000000001,-5.3,-0.3,-5.6,-0.6,4100000.0,27.0,9.0,58044000,70307000,C,2009-10 DET,60185833.0,5406445.0,54779388.0,4359599560.0,1229255.0,0.021177985666046447,0.01748410542335756,16324500,Kwame Brown,2011,,,,,,,,,,,,,,
2011 Kyle Korver,6,2010-11 Kyle Korver,52.0,0.0,18.3,2.7,5.4,0.493,1.1,2.1,0.536,1.1,2.1,0.536,0.598,0.8,0.9,0.7959999999999999,0.2,1.9,2.1,1.7,0.5,0.2,0.8,1.5,7.2,UTA,1,0,0,0,952.0,13.9,0.62,0.393,0.175,1.3,12.2,6.9,13.9,1.4,1.0,12.2,16.2,1.6,1.0,2.6,0.13,0.9,-0.5,0.4,0.6,5155115.0,28.0,7.0,58044000,70307000,SG,2009-10 UTA,71905244.0,19133203.0,52772041.0,4359599560.0,5000000.0,0.08614154779133071,0.07111667401538965,16324500,Kyle Korver,2011,,,,,,,,,,,,,,
2011 Kyle Lowry,0,2010-11 Kyle Lowry,68.0,0.0,24.3,2.7,6.8,0.397,0.5,2.0,0.272,0.5,2.0,0.272,0.436,3.2,3.8,0.8270000000000001,1.3,2.3,3.6,4.5,0.9,0.1,1.7,2.5,9.1,HOU,0,0,0,0,1651.0,15.5,0.536,0.293,0.56,6.1,11.2,8.6,27.7,1.9,0.4,16.7,18.6,2.9,1.4,4.3,0.126,1.3,0.0,1.3,1.4,2034997.0,23.0,4.0,58044000,70307000,PG,2009-10 HOU,68914971.0,11711795.0,57203176.0,4359599560.0,5750000.0,0.09906277996003032,0.0817841751176981,13603750,Kyle Lowry,2011,,,,,,,,,,,,,,
2011 LeBron James,3,2010-11 LeBron James,76.0,76.0,39.0,10.1,20.1,0.503,1.7,5.1,0.333,1.7,5.1,0.333,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,CLE,1,0,0,0,2966.0,31.1,0.604,0.253,0.506,3.0,18.5,11.1,41.8,2.2,2.0,12.3,33.5,13.3,5.2,18.5,0.299,9.7,2.8,12.5,10.9,15779912.0,25.0,7.0,58044000,70307000,PF,2009-10 CLE,83398534.0,52311656.0,31086878.0,4359599560.0,14500000.0,0.24981048859485908,0.20623835464462997,16324500,LeBron James,2011,,,,,,,,,,,,,,
2011 Luis Scola,26,2010-11 Luis Scola,82.0,82.0,32.6,6.8,13.3,0.514,0.0,0.1,0.2,0.0,0.1,0.2,0.514,2.5,3.3,0.779,2.1,6.5,8.6,2.1,0.8,0.3,2.0,3.0,16.2,HOU,0,0,0,0,2671.0,17.2,0.55,0.005,0.245,7.2,23.6,15.1,11.1,1.2,0.7,11.9,22.7,3.4,3.0,6.3,0.114,-0.8,0.4,-0.4,1.1,3375600.0,29.0,3.0,58044000,70307000,PF,2009-10 HOU,68914971.0,11711795.0,57203176.0,4359599560.0,7775378.0,0.13395661911653228,0.11059180451448647,13603750,Luis Scola,2011,,,,,,,,,,,,,,
2011 Luke Ridnour,42,2010-11 Luke Ridnour,82.0,0.0,21.5,4.0,8.4,0.478,0.8,2.2,0.381,0.8,2.2,0.381,0.528,1.5,1.7,0.907,0.3,1.5,1.7,4.0,0.7,0.1,1.3,2.2,10.4,MIL,1,0,0,0,1759.0,17.7,0.57,0.264,0.204,1.5,8.1,4.6,31.9,1.6,0.3,12.4,22.0,4.0,2.2,6.2,0.168,2.4,-1.5,0.9,1.3,6500000.0,28.0,7.0,58044000,70307000,PG,2009-10 MIL,66775602.0,17474598.0,49301004.0,4359599560.0,4000000.0,0.06891323823306457,0.05689333921231172,16324500,Luke Ridnour,2011,,,,,,,,,,,,,,
2011 Malik Allen,93,2010-11 Malik Allen,51.0,3.0,8.9,0.9,2.3,0.397,0.0,0.1,0.16699999999999998,0.0,0.1,0.16699999999999998,0.401,0.2,0.3,0.923,0.7,0.9,1.6,0.3,0.2,0.1,0.4,1.3,2.1,DEN,1,0,0,0,456.0,5.9,0.431,0.052000000000000005,0.112,9.2,11.5,10.4,5.1,1.2,0.8,15.3,14.0,-0.3,0.3,0.1,0.009000000000000001,-4.2,-0.8,-5.0,-0.3,1300000.0,31.0,9.0,58044000,70307000,PF,2009-10 DEN,74935538.0,4376217.0,70559321.0,4359599560.0,1229255.0,0.021177985666046447,0.01748410542335756,16324500,Malik Allen,2011,,,,,,,,,,,,,,
2011 Marquis Daniels,64,2010-11 Marquis Daniels,51.0,4.0,18.4,2.4,4.9,0.498,0.1,0.5,0.214,0.1,0.5,0.214,0.51,0.7,1.1,0.607,0.5,1.3,1.9,1.3,0.5,0.1,0.8,1.8,5.6,BOS,1,1,1,0,937.0,9.6,0.526,0.112,0.225,3.6,8.7,6.2,11.1,1.5,0.5,13.3,15.8,0.2,1.0,1.3,0.064,-2.5,-0.1,-2.5,-0.1,1990000.0,29.0,7.0,58044000,70307000,SF,2009-10 BOS,83552174.0,47888069.0,35664105.0,4359599560.0,2470000.0,0.042553924608917375,0.03513163696360248,16324500,Marquis Daniels,2011,,,,,,,,,,,,,,
2011 Matt Barnes,27,2010-11 Matt Barnes,81.0,58.0,25.9,3.3,6.9,0.487,0.8,2.6,0.319,0.8,2.6,0.319,0.546,1.3,1.8,0.74,1.3,4.2,5.5,1.7,0.7,0.4,1.4,2.3,8.8,ORL,1,1,0,0,2097.0,13.6,0.5760000000000001,0.3720000000000001,0.262,6.1,18.0,12.3,10.1,1.5,1.1,15.3,16.2,2.5,3.4,5.9,0.135,0.5,2.2,2.7,2.5,1600000.0,29.0,7.0,58044000,70307000,SF,2009-10 ORL,82200916.0,5745863.0,76455053.0,4359599560.0,1765000.0,0.030407966370339743,0.025104185927432545,16324500,Matt Barnes,2011,2011-01-08,Lakers,Matt Barnes,torn cartilage in right knee (out indefinitely),1.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2011 Matt Bonner,38,2010-11 Matt Bonner,65.0,8.0,17.9,2.6,5.7,0.446,1.4,3.6,0.39,1.4,3.6,0.39,0.5670000000000001,0.5,0.7,0.7290000000000001,0.8,2.5,3.3,1.0,0.5,0.4,0.6,1.7,7.0,SAS,1,0,0,0,1161.0,14.9,0.581,0.621,0.129,5.3,16.1,10.8,9.0,1.4,1.5,9.0,17.0,2.1,1.6,3.7,0.153,2.1,0.5,2.5,1.3,3240380.0,29.0,6.0,58044000,70307000,C,2009-10 SAS,79338309.0,37533362.0,41804947.0,4359599560.0,3000000.0,0.05168492867479843,0.04267000440923379,13603750,Matt Bonner,2011,,,,,,,,,,,,,,
